Column,dipl,HS_corr,HS_persname,HS_persname_check,HS_comment,HS_link,dipl_ctx_lr15,pb_n,doc,persname,dipl-ids
303,Keyſer Conſtantino,persname anpassen,Kaiser Konstantin I. (Römisches Reich),false,vermtl. Kaiser Konstantin I. - das erwähnte Buch von Florentinus über den Feldbau (Geoponika) stammt aus dem 3. Jh,https://referenceworks.brillonline.com/entries/der-neue-pauly/florentinus-e413050,die febriſche Hitz / ſo man jnen den Ruͤckgrad mit ſchmieret . Florentinus bey dem Keyſer Conſtantino in ſeinem Buch von den Feldbaw / ſchreibet / wann man Beyfuſz vmb die Gaͤrten,44,NeuwKreuterbuch_1588_Theodorus,Constantinus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok8630_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok8631_virtualSpan']"
304,Keyſer Conſtantinus,persname anpassen,Kaiser Konstantin I. (Römisches Reich),false,vermtl. Kaiser Konstantin I. - das erwähnte Buch von Florentinus über den Feldbau (Geoponika) stammt aus dem 3. Jh,https://referenceworks.brillonline.com/entries/der-neue-pauly/florentinus-e413050,eyn / vnd be⸗ harr das ſieben tag an einander / es hilfft . Der Keyſer Conſtantinus in ſeinem Buch von dem Feldbaw / lib. 17. cap. 20. heiſſet / ſo die,40,NeuwKreuterbuch_1588_Theodorus,Constantinus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok5317_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok5318_virtualSpan']"
305,Conſtantinus,persname anpassen,Constantinus Africanus,false,Er führte in Europa die arabisierte Medizin der Griechen ein.,https://de.wikipedia.org/wiki/Constantinus_Africanus,gibt die erfarung / die beſchreibung vnnd abmalung der alten / das bezeügen mit mir Conſtantinus vnd Manardus ferrari⸗ enſis lib. 6. Epiſtol. Epiſt. octana . Was nun Petroſelinum oder Petra,cxxxvij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,Constantinus,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24870', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24871_virtualSpan']"
306,Conſtantinus,persname anpassen,Constantinus Africanus,false,Er führte in Europa die arabisierte Medizin der Griechen ein.,https://de.wikipedia.org/wiki/Constantinus_Africanus,machett es vnkeüſche ⸗ Man behelt den campfer in marmelin vaſz oder in alabaſter Aber Conſtantinus ſpricht es ſey ein ba um zeher vnd Auicenna es ſeÿ eins baums ſafft vnd,NaN,BuchDerNatur-Canamellis_1482_vonMegenberg,Constantinus,"['RIDGES_Herbology_Version9.0/BuchDerNatur-Canamellis_1482_vonMegenberg#sSpan30729', 'RIDGES_Herbology_Version9.0/BuchDerNatur-Canamellis_1482_vonMegenberg#sTok30730_virtualSpan']"
307,Cuſpiniani,persname anpassen,Johannes Cuspinian,false,"""war Humanist, Dichter und Diplomat in habsburgischen Diensten""",https://de.wikipedia.org/wiki/Johannes_Cuspinian,ter ſo weit kommen / daſz er auch die allergelehrteſte Medicos ſeiner Zeit nach deſz Cuſpiniani Zeugnuſz vbertroffen hat . Vnd wer wolte zu ſolcher Kunſt nicht luſt haben / vnd,NaN,HortulusSanitatis-VR_1609_Uffenbach,Cuspianus,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sSpan20090', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok20091_virtualSpan']"
308,Herrn D.,Fehler in dipl,Christian Gottlieb Ludwig,false,"Carl von Linné hat Samen von ""Herrn D. und Prof. Ludwig"" erhalten

Briefwechsel Linné (1744): ""Christian Gottlieb Ludwig""",https://sv.wikisource.org/wiki/Bref_och_skrifvelser_af_och_till_Carl_von_Linn%C3%A9/638#cite_note-B638-1-1,"Ritters von Linné * ) berufen kann , der den Saamen von unſerm hoch⸗ verdienten Herrn D. und Prof. Ludwig erhalten hatte . *** ) Panicum germanicum five panicula minore . BAUH.",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,D.,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2075_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2076_virtualSpan']"
309,D. HENRICI KELNERI,persname anpassen,Heinrich Kellner,false,"""1574 wurde er Stadtsyndikus neben Johann Fichard und Arnold Engelbrecht. Kellner übernahm wichtige diplomatische Funktionen der Reichsstadt Frankfurt;""",https://de.wikipedia.org/wiki/Heinrich_Kellner_(Jurist),"Tugendtreichen Frauwen MARGA- RETHÆ Kellnerin / gebornen Newhaͤuſe⸗ rin / deſz Ehrnveſten vnnd Hochgelehrten Herrn D. HENRICI KELNERI , dieſer Stadt Syndici , Ehelichen Hauſzfrawen . GOttes Gnad vñ Se⸗ gen / beneben",NaN,Paradeiszgaertlein-VR_1588_Rosbach,D._Henicikelneri,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok60_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok61_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok62_virtualSpan']"
310,D. Loͤſel,persname anpassen,Johann Lösel,false,"Flora Prussica, Sive Plantae In Regno Prussiae Sponte Nascentes, 1703
",https://katalog.ub.uni-heidelberg.de/titel/1797929,"mit dem Gramen mannæ 2. DOD. oder Panicum crus galli verwech⸗  selt **** ) ; D. Loͤſel , welcher in ſeiner preuſziſchen Flora ***** ) eine mit⸗  telmaͤſzige Figur davon giebt ,",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,D._Lösel,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1887_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1888_virtualSpan']"
311,D. Luther,persname anpassen,Martin Luther,false,siehe Kontext,empty,viel betrogen / und jhre Vermeſſenheit hat viel geſtuͤrtzt . Denn die ſich ( ſagt D. Luther am Randt ) eyndringen / da ſie vngeſchickt vnd vnberuffen ſind / da muſz zu,NaN,HortulusSanitatis-VR_1609_Uffenbach,D._Luther,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2569_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2570_virtualSpan']"
312,DALIB.,persname anpassen,Thomas François Dalibard,false,"Thomas François Dalibard (1703–1779), französischer Naturforscher",https://de.wikipedia.org/wiki/Wikipedia:Redaktion_Biologie/Liste_von_Botanikern_und_Mykologen_nach_Autorenk%C3%BCrzeln/D,"GOÜAN. h. monſp. 514 . Cenchrus panicula ſpicata . GUETT. obſerv. I. p. 188 . DALIB. pariſ. 305 . Agroſtis panicula ſpicata , glumis echinatis . GERARD. fl. gallopr. p. 83",45,BeschreibungDerGraeser-c37-48_1769_Schrebers,Dalib.,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31847', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31848_virtualSpan']"
313,Hopp.,,David Heinrich Hoppe,true,empty,empty,"Bauh. hist. 3. p. 184 . Buxb. Halens. p. 26 Dill. Gies. p. 158 . Hopp. Flor. Ger. p. 119 . Volck. Norimb. . p. 45 . Gemeiner Beyfuſs , Beywich",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,David_Heinrich_Hoppe,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16733', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16734_virtualSpan']"
314,Hoppe,,David Heinrich Hoppe,true,empty,empty,officinarum seu dioscoridis . C. Bauh. pin. p. 138 . Buxb. Halens. p. 2 . Hoppe Flor. Ger. p. 119 . Rupp. Jen. p. 196 . Volck. Norimb. p. 3 .,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,David_Heinrich_Hoppe,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16719', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16720_virtualSpan']"
315,Herr Dean,persname anpassen,Samuel Dean (?),false,vllt. Samuel Dean; aber 'New England' & Werk von 1790 - Lebensdaten 1733-1814,https://zsr.wfu.edu/2016/the-new-england-farmer-or-georgical-dictionary-by-samuel-deane-2nd-edition-1797/,"es ſehr gern freſſen und davon gut gedeihen . Ein gewiſſer Landwirth in England , Herr Dean , hat bloſz mit dem Graſe , welches auf einem beſtaͤndig unter Waſſer gelegenen Stuͤcke",39,BeschreibungDerGraeser-c37-48_1769_Schrebers,Dean,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1067_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1068_virtualSpan']"
316,Deckero,persname anpassen,Frederick Dekkers,false,Praxis Barbettiana cum notis Fred. Deckers (1669),https://www.digitale-sammlungen.de/de/view/bsb10470584,", auch von vielen erfahrnen Medicis , als Joele in Praxi , Petræô Diſſ. Noſolog. Deckero in Com. ad Barb. Praxin , Ettmüllero in Com. Schrœd. und vielen andern gegen die",464,ViridariumReformatum_1719_Valentini,Decker,"['RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sSpan18325', 'RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok18326_virtualSpan']"
317,Herrn Deliste,persname anpassen,Herr Delisle,false,"Herr Delisle, Assoziierter der 'Société royale d'agriculture de la généralité de Paris'

offenbar aus Corbeil

keine weiteren Informationen gefunden",https://gallica.bnf.fr/ark:/12148/bpt6k58461660,"der zu mancherley Misverſtande Anlaſz gegeben hat . Er hat ſich dadurch den Widerſpruch deſ Herrn Deliste * ) , des Ver⸗ faſſers der Elemens du Commerce und anderer zugezogen , welche",NaN,BeschreibungDerGraeser-c27-31_1769_Schrebers,Deliste,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2019_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2020_virtualSpan']"
318,H. Bern⸗ hardus,persname anpassen,Bernhard von Clairvaux,false,Kloster Clairvaux = erwähntes Kloster,https://de.wikipedia.org/wiki/Kloster_Clairvaux,in dem Linganenſiſchen Bezirck / nicht weit von dem Fluſz Alba ligend / allwo der H. Bern⸗ hardus Abt ware / iſt von alters her Wer⸗ muth⸗thal genennet worden / dieweil man allda,659,TheatrumBotanicum_1696_Verzascha,der_heilige_Bernhard,"['RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok531_virtualSpan', 'RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok532_virtualSpan', 'RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok533_virtualSpan']"
319,Dieuches,,Dieuches,true,"""Arzt aus der dogmatischen Schule (Gal. XI 163), Lehrer des Numenios aus Herakleia (Athen. I 5 a), lebte zu Beginn des 3. Jhdts.
[...]
Den Kohl hatte er besonders als Heilmittel gerühmt""",https://de.wikisource.org/wiki/RE:Dieuches_3,"hab / The- miſon den Wegerich / Muſcus vnd Heſiodus das Bergpolium / Chryſippus , Dieuches vnd Cato das Koͤlkraut / Zeno ein Stoicus die Cappern / Antinomachus den Staudenklee Cyti-",NaN,NeuwKreuterbuch-VR_1588_Theodorus,Dieuches,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40189', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40190_virtualSpan']"
320,Diodorus,persname anpassen,Diodorus (?),false,"kein Hinweis auf/bei Diodorus (Siculus) gefunden

Eventl. Bezug auf Dioskurides: de materia medica, Bd.2 Kap. 170: ""bringt Würmer hervor""",https://archive.org/details/despedaniosdios00pedagoog/page/228/mode/2up?view=theater&q=bas,etwan hyn / ſo kummen darzů alle ſcorpionen die in der ſelbigẽ naͤhe ſeind . Diodorus hyelte / das es auch leüſz machte . Es iſt auch der brauch bey den,CCXLV,ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels,Diodoros,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sSpan25036', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sTok25037_virtualSpan']"
321,D. Schwenfeld,Fehler in dipl & persname,Caspar Schwenckfeld,false,"""Deutscher Mediziner und Naturforscher; Promotion 1587 in Basel; Arzt in Greiffenberg; Stadtphysikus in Hirschberg; ab 1605 Stadtphysikus in Görlitz""

Stirpium et fossilium Silesiae catalogus (1601)",https://kalliope-verbund.info/de/eac?eac.id=124153011,"aquaticum fluitans multiplici fpica C. B. sey , theils mit andern Graͤſern verwechſelt ; wie D. Schwenfeld , einer der erſten , die des Mannagraſes gedenken , der es in ſeinem Verzeichniſſe",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,Dirslaus_von_Schwenkfeld,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1852_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1853_virtualSpan']"
322,Vill.,,Dominique Villars,true,empty,empty,"und 2 in Nordamerika . A. arborescens L. im Mittelmeergebiet , strauchig . A. camphorata Vill. in den Gebirgen von Spanien u. Frank- reich bis Ungarn , Halbstrauch von stark kampferartigem",282,NatürlichePflanzenfamilien_1887_Engler,Dominique_Villars,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23570', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23571_virtualSpan']"
323,Vill.,,Dominique Villars,true,empty,empty,"und Nordafrika bis Kaschmir und Sibirien , dient zur Bereitung des Absynth . A. Mutellina Vill. ( rasig mit einfachen Stengeln und traubig-ährigem Blütenstand ) , häufige Alpenpfl. 572. Crossostephium Less.",282,NatürlichePflanzenfamilien_1887_Engler,Dominique_Villars,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23572', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23573_virtualSpan']"
324,Dr. HVLSE,persname anpassen,Edward Hulse,false,"1682-1759

Physician in Ordinary to Queen Anne, George I and George II.

",https://en.wikipedia.org/wiki/Hulse_baronets,Uber⸗ ſchlag von den friſchen Blaͤttern mit ſchweinen Schmeer abgeſtoſſen wurde dem Herrn RAY von Dr. HVLSE ge⸗ ruͤhmt als ein Mittel wider das Schwellen der Mandeln und die Braͤune . vid.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Dr._Hulse,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok177_virtualSpan', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok178_virtualSpan']"
325,Dr. Hüttenſchmidts,persname anpassen,Karl Gustav Friedrich Hüttenschmid,false,"""In Zürich gründete er eine württembergische Schule der Pharmazie, diese wurde von seinem Sohn Karl Friedrich weitergeführt.""",https://de.wikipedia.org/wiki/Karl_Gustav_Friedrich_H%C3%BCttenschmid,"aſchgraue Farbe , einen harzigen Bruch haben und häufig mit Flechten bedeckt ſind . Nach Dr. Hüttenſchmidts Analyſe enthält ſie ein eigen⸗ thümliches Kali , Jamaicin genannt , gelben Farbeſtoff , Gummi",325,GemeinnuetzigesKraeuterbuch_1874_Siegmund,Dr._Hüttenschmidt,"['RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sTok4385_virtualSpan', 'RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sTok4386_virtualSpan']"
326,E. L.,persname anpassen,Michael Meyenburg,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,/ Wol⸗ weiſer / gebietẽder Herr vñ Goͤnner / meine gantz wil⸗ lige dienſt ſein E. L. allzeit voran bereitet . Dieweil ich offt bey mir bedacht / die manigfaltige wol⸗ that,2,Experimenta-VR_1550_Schellenbeg,E._L._Williger,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok42_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok43_virtualSpan']"
327,E. L.,persname anpassen,Michael Meyenburg,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,bewerten Kuͤn ſten tragen / durch welche den den altẽ Spruch / das vndanckbarkeit das groͤſte Laſter ſey / ſo weiſz ich das E. L. vornemlich ein groſz wolgefallen zů guͤten,2,Experimenta-VR_1550_Schellenbeg,E._L._Williger,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok92_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok93_virtualSpan']"
328,E. L,persname anpassen,Michael Meyenburg,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,mir bedacht / die manigfaltige wol⸗ that / ehr vnd gunſt / ſo mir von E. L / inſon⸗ derheit vormals begegnet / vnd darneben den altẽ Spruch / das vndanckbarkeit das,2,Experimenta-VR_1550_Schellenbeg,E._L._Williger,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok67_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok68_virtualSpan']"
329,E. L. W.,persname anpassen,Tarquinius Schnellenberg,false,"E. L. W. = Euer Liebden Williger [Tarquinius Schnellenberg]
Siehe Ende der Vorrede",https://d-nb.info/gnd/177358696,ſchaͤdlich vnnd nachtheilig den armen nottuͤrfftigen geachtet . Der dienſtlichen bit⸗ te / vnd zuuerſicht E. L. W. woͤllen ſich ſol⸗ chen geringen dienſt vnd arbeit wolgefallen / mich vnd diſz Buͤchlein,3,Experimenta-VR_1550_Schellenbeg,E._L._Williger,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok437_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok438_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok439_virtualSpan']"
330,E. L.,persname anpassen,Michael Meyenburg,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,vnd diſz Buͤchlein E. L. befohlen ſein laſſen / Den Allmechtigen bittend / er woͤlle E. L. inn hoͤchſter geſundheit vnd wolfarht lange zeit erhalten vnd bewahren . Datum Tremonie / Pridie,3,Experimenta-VR_1550_Schellenbeg,E._L._Williger,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok466_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok467_virtualSpan']"
331,E. L.,persname anpassen,Michael Meyenburg,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,woͤllen ſich ſol⸗ chen geringen dienſt vnd arbeit wolgefallen / mich vnd diſz Buͤchlein E. L. befohlen ſein laſſen / Den Allmechtigen bittend / er woͤlle E. L. inn hoͤchſter geſundheit,3,Experimenta-VR_1550_Schellenbeg,E._L._Williger,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok454_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok455_virtualSpan']"
332,E. Pankov,persname anpassen,Thomas Panckow,false,"""E."" = Teil von ""z. E."" (zum Einen)

Herbarium Portatile, Oder Behendes Kräuter- und Gewächs-Buch [...]; Thomas Panckow; 1654",http://resolver.staatsbibliothek-berlin.de/SBB0000A4FC00000000,"thun , geben zum Theil das Gra- men dactylon eſculentum C. B. an ; z. E. Pankov * ) , welcher dieſes Gras in ſeinem botaniſchen Werke als das rechte Mannagras vorſtellig",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,E._Pankov,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1769_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1770_virtualSpan']"
333,Gmelin,,Eberhard Gmelin,true,empty,empty,", herzſtärkende Kräfte zuge⸗ ſchrieben . Aeuſzerlich wird ſie auf bösartige Ge⸗ ſchwüre angewandt . Gmelin ſagt : &quot; Die Wurzel kann als ein zerteilendes Mittel in Geſchwülſten , als ein",166,Kraeuterbuch_1914_Losch,Eberhard_Gmelin,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20256', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20257_virtualSpan']"
334,Gmelin,,Eberhard Gmelin,true,empty,empty,Anwendung . &quot; Man hat ſie ehe⸗ mals als ein vorzügliches Augenmittel gerühmt ; &quot; Gmelin . Aus Kräuterbüchern : &quot; Das Pulver da⸗ von iſt kräftig wider die Gelbſucht eingenommen,168,Kraeuterbuch_1914_Losch,Eberhard_Gmelin,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20261', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20262_virtualSpan']"
335,Gmelin,,Eberhard Gmelin,true,empty,empty,"ihr Geruch iſt angenehmer und ihre Wirkung in Beſchwerden der monatlichen Reinigung berühmter ; &quot; Gmelin . &quot; Etliche meinen , Beifuſz habe darum den Namen , ſo man's in",164,Kraeuterbuch_1914_Losch,Eberhard_Gmelin,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20252', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20253_virtualSpan']"
336,Rgl.,,Eduard August von Regel,true,empty,empty,"Arten von P. gilt dasselbe wie von Chrysocoma ( S. 169 ) . 580. Trichanthemis Rgl. et Schmalhausen . Kf. mittelgroß , einzeln lang gestielt , homogam ; Hüllb. 3—4reihig",283,NatürlichePflanzenfamilien_1887_Engler,Eduard_August_von_Regel,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23595', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23596_virtualSpan']"
337,Rgl.,,Eduard August von Regel,true,empty,empty,"bildender , niedriger Strauch mit fiederförmig eingeschnittenen B. 1 Art in Turkestan , Tr. karataviensis Rgl. et Schmalh. 581. Stilpnophytum Less. Kf. ziemlich klein bis mittelgroß , ebensträußig , homo- gam",283,NatürlichePflanzenfamilien_1887_Engler,Eduard_August_von_Regel,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23597', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23598_virtualSpan']"
338,Eraſiſtratus,,Erasistratos,true,empty,https://de.wikipedia.org/wiki/Erasistratos,"/ Antinomachus den Staudenklee Cyti- ſum , Morchio den Rettich / Vergilius das Ebenholtz / Eraſiſtratus den Weyderich Lyſimachi- am , Homerus den Saffran / den wolriechenden Klee / vnd Hiacynthum",NaN,NeuwKreuterbuch-VR_1588_Theodorus,Erasistratos,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40195', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40196_virtualSpan']"
339,Wie denn auch der Prophet Eſaias,persname anpassen,Jesaja (Tanach/Bibel),false,"""Jesaja war der erste große Schriftprophet der hebräischen Bibel.""",https://de.wikipedia.org/wiki/Jesaja,geſchaffen / vnd laſz jhn nicht von dir / weil du ſein doch bedarffeſt . Wie denn auch der Prophet Eſaias den König Hiskia nicht allein zu einem ſeligen Sterbſtuͤndlein berei⸗ tet / Sonder jhm auch,NaN,Paradeiszgaertlein-VR_1588_Rosbach,Esaias,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok594_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok595_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok596_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok597_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok598_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok599_virtualSpan']"
